source_column,normalized_value,destination,rule_count,proposed_values,duplicate_key,conflict_key
,salsa lake of terrestrial mud volcano karabetova gora,Environment_Local_Scale_SD,1,lake,false,false
,salt crust on the soil surface,Environment_Medium_SD,1,soil,false,false
,salt lake,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,salt lake,Environment_Local_Scale_SD,1,lake,false,false
,salt lake metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,salt lake sediment,Environment_Medium_SD,1,sediment,false,false
,salt lake soil,Environment_Medium_SD,1,soil,false,false
,salt lake water,Environment_Medium_SD,1,lake water,false,false
,salt march metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,salt marsh metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,salt marsh non axenic culture containing coleofasciculus sp dsm 104237,Sample_Type_SD,1,pure/single culture,false,false
,salt marsh non axenic culture containing coleofasciculus sp dsm 104253,Sample_Type_SD,1,pure/single culture,false,false
,salt marsh sediment,Environment_Medium_SD,1,salt marsh sediment,false,false
,salt pan metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,salt water,Environment_Medium_SD,1,water,false,false
,salt water puget sound,Environment_Medium_SD,1,water,false,false
,salted fermented fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,salted seafood,Sample_Type_SD,1,seafood,false,false
,salted water,Environment_Medium_SD,1,environmental water,false,false
,saltern sediment,Environment_Medium_SD,1,sediment,false,false
,sample bd02t18 sea water enriched with oil for 18 days,Environment_Medium_SD,1,seawater,false,false
,sample bd02t64 sea water enriched with oil for 64 days,Environment_Medium_SD,1,seawater,false,false
,sample sph anode biofilm adapted to 100 mv,Environment_Medium_SD,1,biofilm,false,false
,sample upper respiratory tract was taken using a throat swab and cultured in a sterile environment,Sample_Type_SD,1,oropharyngeal/throat swab,false,false
,sample was taken in controlled environment at the hospital,Environment_Local_Scale_SD,1,healthcare facility,false,false
,sampled during field study on dairy cattle microbiota july 2021,Isolation_Source_SD,1,dairy food,false,false
,sampling staff sole swab,Sample_Type_SD,1,food/animal-production swab,false,false
,sand filter of a drinking water treatment system,Environment_Medium_SD,1,drinking/distribution water,false,false
,sand goby fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,sand soil,Environment_Medium_SD,1,soil,false,false
,sandy desert soil,Environment_Medium_SD,1,soil,false,false
,sandy loam soil,Environment_Medium_SD,1,soil,false,false
,sandy sediment envo 01000118,Environment_Medium_SD,1,sediment,false,false
,sandy soil,Environment_Medium_SD,1,soil,false,false
,sandy soil contaminated with hydrocarbons for 50 years,Environment_Medium_SD,1,soil,false,false
,sanitary water,Environment_Medium_SD,1,water,false,false
,santa fe river water,Environment_Medium_SD,1,river water,false,false
,sausage meat,Isolation_Source_SD,1,meat product,false,false
,sb contaminated soil,Environment_Medium_SD,1,soil,false,false
,scab lesion of potato tuber,Isolation_Source_SD,1,plant/produce food product,false,false
,scat around water reservoir,Environment_Medium_SD,1,environmental water,false,false
,school cold water tap,Environment_Medium_SD,1,built-environment water,false,false
,school hot water tap,Environment_Medium_SD,1,built-environment water,false,false
,scleroderma,Host_Disease_SD,1,scleroderma,false,false
,scleroderma,Host_Health_State_SD,1,diseased,false,false
,screen faeces,Sample_Type_SD,1,feces/stool,false,false
,screen swab,Sample_Type_SD,1,surveillance swab,false,false
,screening,Sample_Type_SD,1,surveillance sample,false,false
,screening culture,Sample_Type_SD,1,screening culture,false,false
,screening swab,Sample_Type_SD,1,surveillance swab,false,false
,screening swab nose,Sample_Type_SD,1,nasal swab,false,false
,screening swab throat,Sample_Type_SD,1,oropharyngeal/throat swab,false,false
,sea,Environment_Broad_Scale_SD,1,marine environment,false,false
,sea biome,Environment_Broad_Scale_SD,1,marine environment,false,false
,sea fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,sea floor,Environment_Broad_Scale_SD,1,marine environment,false,false
,sea floor sediment,Environment_Medium_SD,1,sediment,false,false
,sea food product,Isolation_Source_SD,1,food/food product,false,false
,sea ice,Environment_Broad_Scale_SD,1,marine environment,false,false
,sea ice,Environment_Medium_SD,1,sea ice,false,false
,sea sediment,Environment_Medium_SD,1,marine sediment,false,false
,sea shrimp,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,sea snail meat,Isolation_Source_SD,1,meat product,false,false
,sea tidal flat sediment,Environment_Medium_SD,1,sediment,false,false
,sea water,Environment_Medium_SD,1,seawater,false,false
,sea water aquatic marine,Environment_Medium_SD,1,seawater,false,false
,sea water bacteria,Environment_Medium_SD,1,seawater,false,false
,sea water biome,Environment_Medium_SD,1,seawater,false,false
,sea water coastal,Environment_Medium_SD,1,seawater,false,false
,sea water environment,Environment_Medium_SD,1,seawater,false,false
,sea water envo 00002149,Environment_Medium_SD,1,seawater,false,false
,sea water envo 00002149 oligotrophic water envo 00002223,Environment_Medium_SD,1,seawater,false,false
,sea water fish tank,Environment_Medium_SD,1,seawater,false,false
,sea water marine aquatic,Environment_Medium_SD,1,seawater,false,false
,sea water open ocean,Environment_Medium_SD,1,seawater,false,false
,sea water sample,Environment_Medium_SD,1,seawater,false,false
,sea water surface water,Environment_Medium_SD,1,seawater,false,false
,seafloor,Environment_Broad_Scale_SD,1,marine environment,false,false
,seafloor sediment,Environment_Medium_SD,1,sediment,false,false
,seafood,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,seafood,Sample_Type_SD,1,seafood,false,false
,seafood factory fbo1,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,seafood factory fbo2,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,seafood factory fbo5,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,seafood factory fbo7,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,seafood mixture,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,seafood mushroom,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,seafood salad,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,seafood salad sandwich,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,seagrass,Environment_Broad_Scale_SD,1,marine environment,false,false
,seagrass bed,Environment_Broad_Scale_SD,1,marine environment,false,false
,seagrass bed with coral patches,Environment_Broad_Scale_SD,1,marine environment,false,false
,seagrass biome,Environment_Broad_Scale_SD,1,marine environment,false,false
,seagrass rhizosphere sediment,Environment_Medium_SD,1,sediment,false,false
,seagrass sediment,Environment_Medium_SD,1,sediment,false,false
,seagrass sediment enrichments,Environment_Medium_SD,1,sediment,false,false
,seal meat,Isolation_Source_SD,1,meat product,false,false
,seashore sediment,Environment_Medium_SD,1,sediment,false,false
,seawater,Environment_Medium_SD,1,seawater,false,false
,seawater 1m depth,Environment_Medium_SD,1,seawater,false,false
,seawater and sediment,Environment_Medium_SD,1,sediment,false,false
,seawater and sediment from deep sea hydrothermal vent field,Environment_Medium_SD,1,sediment,false,false
,seawater at a depth of 700 m,Environment_Medium_SD,1,seawater,false,false
,seawater at sediment depth,Environment_Medium_SD,1,sediment,false,false
,seawater biome,Environment_Medium_SD,1,seawater,false,false
,seawater envo 00002149,Environment_Medium_SD,1,seawater,false,false
,seawater envo 01000321,Environment_Medium_SD,1,seawater,false,false
,seawater envo 01001964,Environment_Medium_SD,1,seawater,false,false
,seawater from hadal water 10 400 10 500 m,Environment_Medium_SD,1,seawater,false,false
,seawater from mariculture cage of adult gilthead seabream sparus aurata,Environment_Medium_SD,1,seawater,false,false
,seawater from oyster bed,Environment_Medium_SD,1,seawater,false,false
,seawater from shallow sea hydrothermal system,Environment_Medium_SD,1,seawater,false,false
,seawater from the central arctic ocean,Environment_Medium_SD,1,seawater,false,false
,seawater from the delaware coast,Environment_Medium_SD,1,seawater,false,false
,seawater from white shrimp litopenaeus vannamei tank,Environment_Medium_SD,1,seawater,false,false
,seawater in the southern coast of korea,Environment_Medium_SD,1,seawater,false,false
,seawater lake chemocline,Environment_Medium_SD,1,seawater,false,false
,seawater layers,Environment_Medium_SD,1,seawater,false,false
,seawater metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,seawater of porphyra dioica red algae,Environment_Medium_SD,1,seawater,false,false
,seawater sample,Environment_Medium_SD,1,seawater,false,false
,seawater surface,Environment_Medium_SD,1,seawater,false,false
,seawater surrounding coral acropora digitifera under normal condition,Environment_Medium_SD,1,seawater,false,false
,seawater surrounding coral acropora digitifera under thermal stress,Environment_Medium_SD,1,seawater,false,false
,seawater surrounding seagrass,Environment_Medium_SD,1,seawater,false,false
,seawater tank,Environment_Medium_SD,1,seawater,false,false
,seawater under a natural surface slick,Environment_Medium_SD,1,seawater,false,false
,seaweed,Environment_Broad_Scale_SD,1,marine environment,false,false
,secondary infections,Host_Disease_SD,1,secondary infection,false,false
,section of microbial mat collected from hot spring water,Environment_Medium_SD,1,hot spring water,false,false
,sediment,Environment_Medium_SD,1,sediment,false,false
,sediment and water from a salsa lake of a terrestrial mud volcano,Environment_Medium_SD,1,sediment,false,false
,sediment aquatic marine,Environment_Medium_SD,1,sediment,false,false
,sediment baltic sea,Environment_Medium_SD,1,sediment,false,false
,sediment biome,Environment_Medium_SD,1,sediment,false,false
,sediment biome envo 00000002,Environment_Medium_SD,1,sediment,false,false
,sediment biome envo 00000003,Environment_Medium_SD,1,sediment,false,false
,sediment biome envo 00000005,Environment_Medium_SD,1,sediment,false,false
,sediment biome envo 00000006,Environment_Medium_SD,1,sediment,false,false
,sediment biome envo 00000007,Environment_Medium_SD,1,sediment,false,false
,sediment biome envo 00000010,Environment_Medium_SD,1,sediment,false,false
,sediment biome envo 00000025,Environment_Medium_SD,1,sediment,false,false
,sediment core,Environment_Medium_SD,1,sediment,false,false
,sediment envo 00000002,Environment_Medium_SD,1,sediment,false,false
,sediment envo 00000003,Environment_Medium_SD,1,sediment,false,false
,sediment envo 00000005,Environment_Medium_SD,1,sediment,false,false
,sediment envo 00000006,Environment_Medium_SD,1,sediment,false,false
,sediment envo 00000007,Environment_Medium_SD,1,sediment,false,false
,sediment envo 00000010,Environment_Medium_SD,1,sediment,false,false
,sediment envo 00000025,Environment_Medium_SD,1,sediment,false,false
,sediment envo 00002007,Environment_Medium_SD,1,sediment,false,false
,sediment fermented pearl millet pennisetum glaucum slurry,Environment_Medium_SD,1,sediment,false,false
,sediment from a natural stream that has been contaminated with hg from upstream sources,Environment_Medium_SD,1,sediment,false,false
,sediment from a sea cucumber culture pond,Environment_Medium_SD,1,sediment,false,false
,sediment from a solar saltern drain,Environment_Medium_SD,1,sediment,false,false
,sediment from cryoconite holes,Environment_Medium_SD,1,sediment,false,false
,sediment from intertidal zone,Environment_Medium_SD,1,sediment,false,false
,sediment from mine tailings pond,Environment_Medium_SD,1,sediment,false,false
,sediment from natural freshwater,Environment_Medium_SD,1,sediment,false,false
,sediment from natural saltwater,Environment_Medium_SD,1,sediment,false,false
,sediment from subterranean saltwater,Environment_Medium_SD,1,sediment,false,false
,sediment from terrestrial hot spring,Environment_Medium_SD,1,sediment,false,false
,sediment from the hot spring,Environment_Medium_SD,1,sediment,false,false
,sediment from urban freshwater,Environment_Medium_SD,1,sediment,false,false
,sediment from urban other,Environment_Medium_SD,1,sediment,false,false
,sediment from urban saltwater,Environment_Medium_SD,1,sediment,false,false
,sediment from well eb271,Environment_Medium_SD,1,sediment,false,false
,sediment groundwater,Environment_Medium_SD,1,sediment,false,false
,sediment in elvs dismantling site transfer 14 0 in dhzhu medium with mix carbon source,Environment_Medium_SD,1,sediment,false,false
,sediment inoculated into enrichment culture with sulfur,Sample_Type_SD,1,enrichment culture,false,false
,sediment inoculated into enrichment culture with thiosulfate,Sample_Type_SD,1,enrichment culture,false,false
,sediment isolate,Environment_Medium_SD,1,sediment,false,false
,sediment layer of the laguna lejia terrace,Environment_Medium_SD,1,sediment,false,false
,sediment marine,Environment_Medium_SD,1,sediment,false,false
,sediment metagenome,Environment_Medium_SD,1,sediment,false,false
,sediment metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,sediment microplastic,Environment_Medium_SD,1,sediment,false,false
,sediment nh,Environment_Medium_SD,1,sediment,false,false
,sediment nh no label just gps coordinates deep submerged marine sediment,Environment_Medium_SD,1,marine sediment,false,false
,sediment of a thermal stream,Environment_Medium_SD,1,sediment,false,false
,sediment of karst cave,Environment_Medium_SD,1,sediment,false,false
,sediment of karst cave frome guilin,Environment_Medium_SD,1,sediment,false,false
,sediment of yellow river,Environment_Medium_SD,1,river sediment,false,false
,sediment permeated by freshwater,Environment_Medium_SD,1,sediment,false,false
,sediment permeated by freshwater envo 01001028,Environment_Medium_SD,1,sediment,false,false
,sediment permeated by saline water,Environment_Medium_SD,1,sediment,false,false
,sediment pond,Environment_Medium_SD,1,sediment,false,false
,sediment sample,Environment_Medium_SD,1,sediment,false,false
,sediment sample collected from the terrestrial hot spring,Environment_Medium_SD,1,sediment,false,false
,sediment sample from evening primrose shelf,Environment_Medium_SD,1,sediment,false,false
,sediment sample from perpetual spouter spring,Environment_Medium_SD,1,sediment,false,false
,sediment sludge water,Environment_Medium_SD,1,sediment,false,false
,sediment sludge water metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,sediment soil,Environment_Medium_SD,1,sediment,false,false
,sediment stream,Environment_Medium_SD,1,sediment,false,false
,sediment surface and water,Environment_Medium_SD,1,sediment,false,false
,sediment surface envo 01001192,Environment_Medium_SD,1,sediment,false,false
,sediment top,Environment_Medium_SD,1,sediment,false,false
,sediment trap from marine abyssalpelagic zone,Environment_Medium_SD,1,sediment,false,false
,sediment traps under sea ice from the central arctic ocean,Environment_Medium_SD,1,sediment,false,false
,sediment water,Environment_Medium_SD,1,sediment,false,false
,sediment water and sewage treatment plant,Environment_Medium_SD,1,sewage,false,false
,sediment water metagenome,Environment_Medium_SD,1,sediment,false,false
,sediment water metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,sediment with water of forest creek,Environment_Medium_SD,1,sediment,false,false
,sediments,Environment_Medium_SD,1,sediment,false,false
,seep sediment enrichment culture,Sample_Type_SD,1,enrichment culture,false,false
,seleniferous soil,Environment_Medium_SD,1,soil,false,false
,selenium rich soil,Environment_Medium_SD,1,soil,false,false
,selenium rich soil in enshi city hubei province,Environment_Medium_SD,1,soil,false,false
,semi finished milk product,Isolation_Source_SD,1,milk,false,false
,semi soft cheese,Isolation_Source_SD,1,dairy food,false,false
,sepsis,Host_Disease_SD,1,sepsis/bacteremia,false,false
,serpentinite hosted hydrothermal field,Environment_Broad_Scale_SD,1,host-associated environment,false,false
,severe pneumonia,Host_Disease_SD,1,pneumonia,false,false
,sewage,Environment_Medium_SD,1,sewage,false,false
,sewage effluent,Environment_Medium_SD,1,sewage,false,false
,sewage enriched with benzalkonium chloride,Environment_Medium_SD,1,sewage,false,false
,sewage envo 00002000,Environment_Medium_SD,1,sewage,false,false
,sewage from chicken farm,Environment_Medium_SD,1,sewage,false,false
,sewage from commercial farm,Environment_Medium_SD,1,sewage,false,false
,sewage from environmental centre robert o picard,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole a10,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole a2,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole a3,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole a6,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole a7,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole a8,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole a9,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole b3,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole b4,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole b6,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole c1,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole c2,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole d1,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole d2,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole d4,Environment_Medium_SD,1,sewage,false,false
,sewage from manhole e1,Environment_Medium_SD,1,sewage,false,false
,sewage from residential aged care facility,Environment_Medium_SD,1,sewage,false,false
,sewage influent,Environment_Medium_SD,1,sewage,false,false
,sewage influx,Environment_Medium_SD,1,sewage,false,false
,sewage plant,Environment_Medium_SD,1,wastewater/sewage treatment plant,false,false
,sewage plant,Isolation_Source_SD,1,wastewater/sewage treatment plant,false,false
,sewage plant envo 00003043,Environment_Medium_SD,1,sewage,false,false
,sewage sample,Environment_Medium_SD,1,sewage,false,false
,sewage sand island waste water,Environment_Medium_SD,1,sewage,false,false
,sewage sludge,Environment_Medium_SD,1,sewage,false,false
,sewage sludge compost,Environment_Medium_SD,1,sewage,false,false
,sewage treatment plant,Environment_Medium_SD,1,sewage,false,false
,sewage wastewater,Environment_Medium_SD,1,sewage,false,false
,sewage water,Environment_Medium_SD,1,sewage,false,false
,sewer swab,Sample_Type_SD,1,environmental swab,false,false
,shale fluid metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,shale formation produced water,Environment_Medium_SD,1,produced water,false,false
,shallow marine bay sediment near the effluent of a municipal waste water treatment plant,Environment_Medium_SD,1,wastewater,false,false
,shallow marine sediment envo 03000034,Environment_Medium_SD,1,marine sediment,false,false
,shallow sea biome,Environment_Broad_Scale_SD,1,marine environment,false,false
,shallow sea hydrothermal system,Environment_Broad_Scale_SD,1,marine environment,false,false
,shallow soil patches nearby vellozia epidendroides specimens,Environment_Medium_SD,1,soil,false,false
,shallow water biome,Environment_Medium_SD,1,water,false,false
,shallow water sediment,Environment_Medium_SD,1,sediment,false,false
,sharri hard cheese,Isolation_Source_SD,1,dairy food,false,false
,sheep faeces,Sample_Type_SD,1,feces/stool,false,false
,sheep farm,Environment_Local_Scale_SD,1,farm,false,false
,sheep feces,Sample_Type_SD,1,feces/stool,false,false
,sheep ground meat,Isolation_Source_SD,1,meat product,false,false
,sheep gut metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,sheep manure,Environment_Medium_SD,1,manure,false,false
,sheep meat,Isolation_Source_SD,1,meat product,false,false
,sheep milk,Isolation_Source_SD,1,milk,false,false
,sheep milk cheese,Isolation_Source_SD,1,milk,false,false
,sheep rumen,Isolation_Site_SD,1,rumen,false,false
,sheep shelter feces,Sample_Type_SD,1,feces/stool,false,false
,sheep soil,Environment_Medium_SD,1,soil,false,false
,shell on shrimp,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shellfish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shellfish hatchery,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shellfish hatchery tank,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shenzhen futian intertidal mangrove sediment,Environment_Medium_SD,1,sediment,false,false
,shijiazhuang qiaoxi waste water treatment plant,Environment_Medium_SD,1,wastewater,false,false
,shin swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,shing fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shore seawater,Environment_Medium_SD,1,seawater,false,false
,shoreline envo 00000486 brackish water body envo 01001321,Environment_Medium_SD,1,brackish water,false,false
,shoreline intertidal zone water current,Environment_Medium_SD,1,water,false,false
,shoreline soil,Environment_Medium_SD,1,soil,false,false
,shoulder swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,shrimp,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp,Sample_Type_SD,1,seafood,false,false
,shrimp alive bait,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp culture ponds,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp farm,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp from supermarket,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp from wild market,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp hepatopancreas,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp homogenized tissue dillution,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp intestine,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp paste,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp pond,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp pool,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp prawn,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp s intestine,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp seafood salad,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp sh,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp surface,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,shrimp without shell and head,Isolation_Source_SD,1,food/food product,false,false
,shucked,Sample_Type_SD,1,processed shellfish tissue,false,false
,sick,Host_Health_State_SD,1,diseased,false,false
,sick fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,sierozem soil of south kazakhstan,Environment_Medium_SD,1,soil,false,false
,single bacterial culture,Sample_Type_SD,1,pure/single culture,false,false
,single bacterial isolate,Sample_Type_SD,1,pure/single culture,false,false
,single bacterial strain,Sample_Type_SD,1,pure/single culture,false,false
,single bacterium culture,Sample_Type_SD,1,pure/single culture,false,false
,single cell,Sample_Type_SD,1,single cell,false,false
,single cell amplified by mda,Sample_Type_SD,1,single cell,false,false
,single cell amplified by mda dewar creek hot spring,Sample_Type_SD,1,single cell,false,false
,single cell amplified by mda marine sediments,Sample_Type_SD,1,single cell,false,false
,single cell amplified by mda raw seawater,Environment_Medium_SD,1,seawater,false,false
,single cell amplified by mda seawater,Environment_Medium_SD,1,seawater,false,false
,single cell amplified by wga x bigelow laboratory dock,Sample_Type_SD,1,single cell,false,false
,single cell amplified by wga x equitorial atlantic,Sample_Type_SD,1,single cell,false,false
,single cell amplified by wga x from cold saline spring sediment,Environment_Medium_SD,1,sediment,false,false
,single cell amplified by wga x juan de fuca ridge,Sample_Type_SD,1,single cell,false,false
,single cell amplified by wga x northern atlantic,Sample_Type_SD,1,single cell,false,false
,single cell amplified by wga x seawater,Environment_Medium_SD,1,seawater,false,false
,single cell amplified by wga x sediment 0 2 cm mercer subglacial lake,Environment_Medium_SD,1,sediment,false,false
,single cell amplified by wga x sediment 2 4 cm mercer subglacial lake,Environment_Medium_SD,1,sediment,false,false
,single cell amplified by wga x sediment 4 6 cm mercer subglacial lake,Environment_Medium_SD,1,sediment,false,false
,single cell amplified by wga x sediment 6 8 cm mercer subglacial lake,Environment_Medium_SD,1,sediment,false,false
,single cell amplified by wga x sediment bulk sediment mercer subglacial lake,Environment_Medium_SD,1,sediment,false,false
,single cell amplified by wga x soil,Environment_Medium_SD,1,soil,false,false
,single cell amplified by wga x southern atlantic,Sample_Type_SD,1,single cell,false,false
,single cell amplified by wga x water column 0 2 0 8 um mercer subglacial lake,Environment_Medium_SD,1,lake water,false,false
,single cell amplified by wga x water column 0 2 um mercer subglacial lake,Environment_Medium_SD,1,lake water,false,false
,single cell amplified by wga x water column 0 8 3 0 um mercer subglacial lake,Environment_Medium_SD,1,lake water,false,false
,single cell amplified by wga x water column 3 0 um mercer subglacial lake,Environment_Medium_SD,1,lake water,false,false
,single cell amplified from river water,Environment_Medium_SD,1,river water,false,false
,single cell culture,Sample_Type_SD,1,cell culture,false,false
,single cell isolate,Sample_Type_SD,1,single cell,false,false
,single cell isolate of hd 316,Sample_Type_SD,1,pure/single culture,false,false
,single cell isolated by mda marine sediment trap non poisoned 110m depth,Environment_Medium_SD,1,marine sediment,false,false
,single cell microbial isolate,Sample_Type_SD,1,pure/single culture,false,false
,single cell pure culture,Sample_Type_SD,1,pure/single culture,false,false
,single colony,Sample_Type_SD,1,pure/single culture,false,false
,single colony culture,Sample_Type_SD,1,pure/single culture,false,false
,single colony isolate,Sample_Type_SD,1,pure/single culture,false,false
,single culture,Sample_Type_SD,1,pure/single culture,false,false
,single isolate,Sample_Type_SD,1,pure/single culture,false,false
,single isolate culture,Sample_Type_SD,1,pure/single culture,false,false
,single microbial strain,Sample_Type_SD,1,pure/single culture,false,false
,single pure culture,Sample_Type_SD,1,pure/single culture,false,false
,single purified strain,Sample_Type_SD,1,pure/single culture,false,false
,single strain,Sample_Type_SD,1,pure/single culture,false,false
,single strain biofilm on detroit 562 cells,Sample_Type_SD,1,pure/single culture,false,false
,single strain culture,Sample_Type_SD,1,pure/single culture,false,false
,single strain isolated from microbial consortium enriched at the cathode of a solar microbial fuel cell originally enriched from seawater collected near rutgers nj,Sample_Type_SD,1,pure/single culture,false,false
,sink drain swab,Sample_Type_SD,1,environmental swab,false,false
,sink p trap water,Environment_Medium_SD,1,built-environment water,false,false
,sink swab,Sample_Type_SD,1,environmental swab,false,false
,sinus swab,Sample_Type_SD,1,oral/oropharyngeal swab,false,false
,size fractionated lake water incubated for 31 months,Environment_Medium_SD,1,lake water,false,false
,skim milk powder medium heat,Isolation_Source_SD,1,milk,false,false
,skimmed milk concentrate,Isolation_Source_SD,1,milk,false,false
,skin,Isolation_Site_SD,1,skin,false,false
,skin lesion swab,Sample_Type_SD,1,wound/skin/pus swab,false,false
,skin metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,skin of face 1 single cell amplified by mda combined with human skin metagenome reads,Sample_Type_SD,1,metagenomic assembly,false,false
,skin of face 4 single cells amplified by mda combined with human skin metagenome reads,Sample_Type_SD,1,metagenomic assembly,false,false
,skin of face 6 single cells amplified by mda combined with human skin metagenome reads,Sample_Type_SD,1,metagenomic assembly,false,false
,skin swab,Sample_Type_SD,1,skin swab,false,false
,skin swab arm,Sample_Type_SD,1,wound/skin/pus swab,false,false
,skin swab back,Sample_Type_SD,1,wound/skin/pus swab,false,false
,skin swab canis lupus familiaris,Sample_Type_SD,1,wound/skin/pus swab,false,false
,skin swab cheek,Sample_Type_SD,1,wound/skin/pus swab,false,false
,skin swab forehead,Sample_Type_SD,1,wound/skin/pus swab,false,false
,skin swab from channel catfish,Sample_Type_SD,1,wound/skin/pus swab,false,false
,skinless boneless chicken breast,Sample_Type_SD,1,chicken meat,false,false
,slaughterhouse beef carcass sponge,Isolation_Source_SD,1,beef/meat product,false,false
,slaughterhouse wastewater,Environment_Medium_SD,1,wastewater,false,false
,sliced fish sold as salmon muscle,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,sliced fish sold as tai tilapia 3 muscle,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,sliced fish sold as tuna muscle,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,sliced fish sold as wolf herring muscle,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,sliced room cheese,Isolation_Source_SD,1,dairy food,false,false
,sliced sable smoked fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,slider turtle feces,Sample_Type_SD,1,feces/stool,false,false
,slow sand filter biofilm,Environment_Medium_SD,1,biofilm,false,false
,sludge,Environment_Broad_Scale_SD,1,wastewater/sewage,false,false
,sludge,Environment_Medium_SD,1,sludge,false,false
,sludge biome,Environment_Broad_Scale_SD,1,wastewater/sewage,false,false
,sludge envo 00002044,Environment_Broad_Scale_SD,1,wastewater/sewage,false,false
,sludge from a mesophilic anaerobic wastewater digester enriched on phosphite and carbon dioxide,Environment_Medium_SD,1,wastewater,false,false
,sludge from a nitrification basin of a wastewater treatment plant grown in increasingly acidic conditions in an aerobic bioreactor,Environment_Medium_SD,1,wastewater,false,false
,sludge from bioreactor treating oxytetracycline bearing wastewater,Environment_Medium_SD,1,wastewater,false,false
,sludge from phenol fed wastewater aerobic bioreactor,Environment_Medium_SD,1,wastewater,false,false
,sludge from two different bioreactors each one run at a different temprature r1 at 35 c r2 at 25 c artificial municipal wastewater,Environment_Medium_SD,1,wastewater,false,false
,sludge metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,sludge wastewater,Environment_Medium_SD,1,wastewater,false,false
,small animal veterinary practice,Environment_Broad_Scale_SD,1,host-associated environment,false,false
