source_column,normalized_value,destination,rule_count,proposed_values,duplicate_key,conflict_key
,hypoxic seawater,Environment_Medium_SD,1,seawater,false,false
,ice free soil,Environment_Medium_SD,1,soil,false,false
,ice free soil under anthropogenic influence from the patio of the polish polar station hornsund,Environment_Medium_SD,1,soil,false,false
,ice from the seashore water,Environment_Medium_SD,1,seawater,false,false
,ice metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,ice water,Environment_Medium_SD,1,ice water,false,false
,iceberg lettuce shredded,Isolation_Source_SD,1,plant/produce food product,false,false
,icu,Isolation_Source_SD,1,healthcare facility,false,false
,icu environment,Environment_Medium_SD,1,healthcare facility,false,false
,ileostomy effluent evening sample obtained from a 79 year old male ileostomist plated on mitis salivarius agar,Environment_Medium_SD,1,wastewater,false,false
,imitation crab meat,Isolation_Source_SD,1,meat product,false,false
,implant swab,Sample_Type_SD,1,internal-site swab,false,false
,imported chicken meat,Isolation_Source_SD,1,poultry meat/product,false,false
,imported domestic retail oyster,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,imported fresh produce,Isolation_Source_SD,1,plant/produce food product,false,false
,imported fresh produce 1,Isolation_Source_SD,1,plant/produce food product,false,false
,imported fresh produce 11,Isolation_Source_SD,1,plant/produce food product,false,false
,imported fresh produce 2,Isolation_Source_SD,1,plant/produce food product,false,false
,imported fresh produce 3,Isolation_Source_SD,1,plant/produce food product,false,false
,imported fresh produce 4,Isolation_Source_SD,1,plant/produce food product,false,false
,imported frozen meat,Isolation_Source_SD,1,meat product,false,false
,imported pork meat,Isolation_Source_SD,1,pork/meat product,false,false
,imported shrimp,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,in line milk filter,Isolation_Source_SD,1,milk,false,false
,in vitro,Sample_Type_SD,1,metadata descriptor/non-source,false,false
,incision line swab,Sample_Type_SD,1,wound/lesion/abscess swab,false,false
,incision swab,Sample_Type_SD,1,wound/lesion/abscess swab,false,false
,incoming wastewater from a wastewater treatment plant after removal of large particulate matter,Environment_Medium_SD,1,wastewater,false,false
,indian agricultural soil,Environment_Medium_SD,1,soil,false,false
,individual cow milk,Isolation_Source_SD,1,milk,false,false
,individually quick frozen seafood mixture,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,individually quick frozen sliced strawberry,Isolation_Source_SD,1,plant/produce food product,false,false
,individually quick frozen spinach,Isolation_Source_SD,1,plant/produce food product,false,false
,indoor metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,indoor raceway from infected fish farm,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,indus river sediment,Environment_Medium_SD,1,sediment,false,false
,industrial algal pond,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,industrial effluent,Environment_Medium_SD,1,wastewater,false,false
,industrial fresh cut produce wash water,Environment_Medium_SD,1,freshwater,false,false
,industrial wastewater,Environment_Medium_SD,1,wastewater,false,false
,industrial wastewater envo 01000964,Environment_Medium_SD,1,wastewater,false,false
,indwelling catheter urine,Isolation_Site_SD,1,urine,false,false
,indwelling urinary catheter,Isolation_Site_SD,1,urine,false,false
,infant cord blood,Isolation_Site_SD,1,blood,false,false
,infant faecal,Sample_Type_SD,1,feces/stool,false,false
,infant fecal,Sample_Type_SD,1,feces/stool,false,false
,infant fecal sample,Sample_Type_SD,1,feces/stool,false,false
,infant feces,Sample_Type_SD,1,feces/stool,false,false
,infant gut microbiome,Environment_Broad_Scale_SD,1,host-associated gut/oral/fecal environment,false,false
,infant gut microbiome,Environment_Local_Scale_SD,1,gut/fecal local context,false,false
,infant oatmeal cereal with fruit,Isolation_Source_SD,1,plant/produce food product,false,false
,infant stool,Sample_Type_SD,1,feces/stool,false,false
,infected blood,Isolation_Site_SD,1,blood,false,false
,infected blood,Sample_Type_SD,1,blood,false,false
,infected host plant,Environment_Broad_Scale_SD,1,host-associated environment,false,false
,infected human urine,Isolation_Site_SD,1,urine,false,false
,infection,Host_Disease_SD,1,infectious disease,false,false
,infection swab,Sample_Type_SD,1,wound/lesion/abscess swab,false,false
,influent municipal wastewater,Environment_Medium_SD,1,wastewater,false,false
,influent wastewater,Environment_Medium_SD,1,wastewater,false,false
,inguinal rectal swab,Sample_Type_SD,1,rectal/perianal swab,false,false
,inguinal swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,inland lake,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,inland soil,Environment_Medium_SD,1,soil,false,false
,inner fjord sediment,Environment_Medium_SD,1,sediment,false,false
,inner oral cavity,Isolation_Site_SD,1,oral cavity,false,false
,insect gut metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,insect meal containing fish feed,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,insect metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,intact colon fecal sample,Sample_Type_SD,1,feces/stool,false,false
,intake water,Environment_Medium_SD,1,environmental water,false,false
,intensive care unit,Environment_Local_Scale_SD,1,intensive care unit,false,false
,intensive care unit,Isolation_Source_SD,1,healthcare facility,false,false
,interdigital swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,intermediate water,Environment_Medium_SD,1,surface/open water,false,false
,intermittent catheter urine,Isolation_Site_SD,1,urine,false,false
,internal organs liver spleen and kidney fish local fish market,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,intertidal beach sediment,Environment_Medium_SD,1,sediment,false,false
,intertidal mangrove sediment,Environment_Medium_SD,1,sediment,false,false
,intertidal non axenic culture containing coleofasciculus sp dsm 104232,Sample_Type_SD,1,pure/single culture,false,false
,intertidal non axenic culture containing coleofasciculus sp dsm 104239,Sample_Type_SD,1,pure/single culture,false,false
,intertidal sediment,Environment_Medium_SD,1,sediment,false,false
,intertidal sediment envo 00002179,Environment_Medium_SD,1,sediment,false,false
,intestinal,Environment_Local_Scale_SD,1,gut/fecal local context,false,false
,intestinal,Sample_Type_SD,1,gut content,false,false
,intestinal tract,Isolation_Site_SD,1,gut content,false,false
,intestine,Isolation_Site_SD,1,gut content,false,false
,intestine swab,Sample_Type_SD,1,rectal/cloacal/perianal swab,false,false
,intestines,Isolation_Site_SD,1,gut content,false,false
,intraoperative swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,intrauterine swab,Sample_Type_SD,1,urogenital swab,false,false
,invertebrate metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,invertebrate metagenomee,Sample_Type_SD,1,metagenomic assembly,false,false
,iron reducing culture derived from a small water body in an iron ore region,Environment_Medium_SD,1,pond water,false,false
,irrigation canal water from imperial valley,Environment_Medium_SD,1,canal water,false,false
,irrigation ditch water,Environment_Medium_SD,1,drainage/runoff water,false,false
,irrigation water,Environment_Medium_SD,1,irrigation water,false,false
,isobutane enrichment from soil,Environment_Medium_SD,1,soil,false,false
,isolate cell culture,Sample_Type_SD,1,cell culture,false,false
,isolate culture,Sample_Type_SD,1,microbial culture,false,false
,isolate feces,Sample_Type_SD,1,feces/stool,false,false
,isolate from blood,Sample_Type_SD,1,blood,false,false
,isolate in liquid culture,Sample_Type_SD,1,microbial culture,false,false
,isolate microbial culture,Sample_Type_SD,1,microbial culture,false,false
,isolate urine,Isolation_Site_SD,1,urine,false,false
,isolated bacterial culture,Sample_Type_SD,1,microbial culture,false,false
,isolated colonies,Sample_Type_SD,1,pure/single culture,false,false
,isolated from feces from dairy calf,Sample_Type_SD,1,feces/stool,false,false
,isolated from feces from dairy cow,Sample_Type_SD,1,feces/stool,false,false
,isolated from feces from manure pit,Sample_Type_SD,1,feces/stool,false,false
,isolated from fish organs,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,isolated from infected leaves and or fruits obtained from commercial pumpkin production fields,Isolation_Site_SD,1,leaf tissue,false,false
,isolated from mibirem enrichment culture nl utr inf w ec 310,Sample_Type_SD,1,enrichment culture,false,false
,isolated from milk sample taken from dairy farm bulk milk tank,Isolation_Source_SD,1,milk,false,false
,isolated pure culture,Sample_Type_SD,1,pure/single culture,false,false
,isolation of isoprene degrading bacteria from soil and leaves,Environment_Medium_SD,1,soil,false,false
,isolation source,Isolation_Source_SD,1,source/sample material,false,false
,isotopically labeled n hexadecane aerobic fsc enrichments from water column seawater sample,Environment_Medium_SD,1,seawater,false,false
,iss wpa waste water,Environment_Medium_SD,1,wastewater,false,false
,iss wpa wastewater,Environment_Medium_SD,1,wastewater,false,false
,jalapeno cream cheese,Isolation_Source_SD,1,dairy food,false,false
,jammsm wastewater treatment plant,Environment_Medium_SD,1,wastewater,false,false
,joint swab,Sample_Type_SD,1,internal-site swab,false,false
,jute retting water,Environment_Medium_SD,1,retting water,false,false
,k9 skin swab,Sample_Type_SD,1,wound/skin/pus swab,false,false
,k9 sx swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,karst cave soil samples,Environment_Medium_SD,1,soil,false,false
,kefir grain,Sample_Type_SD,1,fermented milk/dairy product,false,false
,kefir grains,Sample_Type_SD,1,fermented milk/dairy product,false,false
,kelp blade surface swab,Sample_Type_SD,1,environmental swab,false,false
,keo fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,keski fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,kge water hole,Environment_Medium_SD,1,environmental water,false,false
,kidney,Isolation_Site_SD,1,kidney,false,false
,kidney of diseased fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,kidney swab,Sample_Type_SD,1,internal-site swab,false,false
,kimchi,Isolation_Source_SD,1,plant/produce food product,false,false
,kimchi cabbage,Isolation_Source_SD,1,plant/produce food product,false,false
,king prawn,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,kitten mixture cat food raw,Isolation_Source_SD,1,food/food product,false,false
,kiwi fruit,Isolation_Source_SD,1,plant/produce food product,false,false
,kneaded cheese,Isolation_Source_SD,1,dairy food,false,false
,knee swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,knife swab,Sample_Type_SD,1,food/animal-production swab,false,false
,korean adult feces,Sample_Type_SD,1,feces/stool,false,false
,korean fermented food,Isolation_Source_SD,1,food/food product,false,false
,korean infant feces,Sample_Type_SD,1,feces/stool,false,false
,korean kimchi,Isolation_Source_SD,1,plant/produce food product,false,false
,koumiss,Sample_Type_SD,1,fermented milk/dairy product,false,false
,lab enrichment culture in anaerobic medium,Sample_Type_SD,1,enrichment culture,false,false
,lab grown xenic culture of a cyanobacterium isolated from a freshwater lake,Environment_Medium_SD,1,freshwater,false,false
,lab scale ebpr reactor sewage treatment,Environment_Medium_SD,1,sewage,false,false
,lab scale methanogenic bioreactor treating purified terephthalic acid process wastewater,Environment_Medium_SD,1,wastewater,false,false
,lab scale wastewater treatment,Environment_Medium_SD,1,wastewater,false,false
,lab scale wastewater treatment bioreactor,Environment_Medium_SD,1,wastewater,false,false
,laboratory,Environment_Local_Scale_SD,1,laboratory,false,false
,laboratory,Environment_Medium_SD,1,laboratory,false,false
,laboratory activated sludge,Environment_Medium_SD,1,sewage,false,false
,laboratory biofilm exposed to benzalkonium chloride,Environment_Medium_SD,1,biofilm,false,false
,laboratory biofilm exposed to h2o,Environment_Medium_SD,1,biofilm,false,false
,laboratory biofilm exposed to triamine,Environment_Medium_SD,1,biofilm,false,false
,laboratory contaminant from a culture of gloeobacter violaceus,Environment_Local_Scale_SD,1,laboratory,false,false
,laboratory culture,Environment_Local_Scale_SD,1,laboratory,false,false
,laboratory culture envo 00005802,Environment_Local_Scale_SD,1,laboratory,false,false
,laboratory derived mutant originally from soil,Environment_Medium_SD,1,soil,false,false
,laboratory heat treated raw milk,Isolation_Source_SD,1,milk,false,false
,laboratory isolate,Environment_Local_Scale_SD,1,laboratory,false,false
,laboratory mix of freshwater and produced water,Environment_Medium_SD,1,freshwater,false,false
,laboratory passaged culture derived form strain jk22 3 original host tomato,Isolation_Source_SD,1,plant/produce food product,false,false
,laboratory scale deammonification bioreactor inoculated with effluent from wastewater treatment plant,Environment_Medium_SD,1,wastewater,false,false
,labscale reactor inoculated with raw wastewater from harnasch polder wastewater treatment plant,Environment_Medium_SD,1,wastewater,false,false
,lactic starter for yoghurt making,Isolation_Source_SD,1,dairy food,false,false
,lagoon metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,lagoon non axenic culture containing coleofasciculus sp dsm 104238,Sample_Type_SD,1,pure/single culture,false,false
,lagoon sediment,Environment_Medium_SD,1,sediment,false,false
,lairage swab,Sample_Type_SD,1,food/animal-production swab,false,false
,lake,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,lake,Environment_Local_Scale_SD,1,lake,false,false
,lake bed envo 00000268,Environment_Local_Scale_SD,1,lake,false,false
,lake biome,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,lake coast,Environment_Local_Scale_SD,1,lake,false,false
,lake envo 00000020,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,lake envo 00000020,Environment_Local_Scale_SD,1,lake,false,false
,lake erie sandusky bay drinking water treatment,Environment_Medium_SD,1,lake water,false,false
,lake sediment,Environment_Medium_SD,1,sediment,false,false
,lake sediment biome envo 00000546,Environment_Medium_SD,1,sediment,false,false
,lake sediment envo 00000546,Environment_Medium_SD,1,sediment,false,false
,lake sediment incubated with acetate and gac,Environment_Medium_SD,1,sediment,false,false
,lake sediment incubated with acetate and without conductive materials,Environment_Medium_SD,1,sediment,false,false
,lake shore,Environment_Local_Scale_SD,1,lake,false,false
,lake surface envo 00000105,Environment_Local_Scale_SD,1,lake,false,false
,lake washington sediment,Environment_Medium_SD,1,sediment,false,false
,lake water,Environment_Medium_SD,1,lake water,false,false
,lake water and sediment from laguna de bay,Environment_Medium_SD,1,sediment,false,false
,lake water biome,Environment_Medium_SD,1,lake water,false,false
,lake water column,Environment_Medium_SD,1,lake water,false,false
,lake water column microbiome,Environment_Medium_SD,1,lake water,false,false
,lake water envo 04000007,Environment_Medium_SD,1,lake water,false,false
,lake water from sao paulo s zoo,Environment_Medium_SD,1,lake water,false,false
,lake water metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,lake water mpn n c amendment,Environment_Medium_SD,1,lake water,false,false
,lake water p n amendment,Environment_Medium_SD,1,lake water,false,false
,lake water p n c amendment,Environment_Medium_SD,1,lake water,false,false
,lake wauberg water,Environment_Medium_SD,1,lake water,false,false
,lakeshore surface sediment,Environment_Medium_SD,1,sediment,false,false
,lamb meat,Isolation_Source_SD,1,meat product,false,false
,land animals dairy fluid milk,Isolation_Source_SD,1,milk,false,false
,land animals dairy soli semi solid dairy products unpasteurized,Isolation_Source_SD,1,dairy food,false,false
,land animals dairy solid,Isolation_Source_SD,1,dairy food,false,false
,land animals dairy solid semi solid dairy products cheese,Isolation_Source_SD,1,dairy food,false,false
,land animals dairy solid semisolid dairy products,Isolation_Source_SD,1,dairy food,false,false
,land animals dairy solid semisolid dairy products,Sample_Type_SD,1,dairy food,false,false
,land animals meat and poultry pork raw pork,Isolation_Source_SD,1,pork/meat product,false,false
,land animals meat pork,Isolation_Source_SD,1,pork/meat product,false,false
,land animals meat pork,Sample_Type_SD,1,meat product,false,false
,land animals meat poultry meat beef ready to eat fermented,Isolation_Source_SD,1,poultry meat/product,false,false
,land crag,Environment_Medium_SD,1,land crag,false,false
,landfill associated water,Environment_Medium_SD,1,landfill/leachate water,false,false
,landfill cover soil,Environment_Medium_SD,1,soil,false,false
,landfill metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,landfill soil,Environment_Medium_SD,1,soil,false,false
,landfill soil pe,Environment_Medium_SD,1,soil,false,false
,landfill soil pet,Environment_Medium_SD,1,soil,false,false
,landscaping soil,Environment_Medium_SD,1,soil,false,false
,large freshwater lake biome envo 00000891,Environment_Medium_SD,1,freshwater,false,false
,large intestine feces of a healthy full term male child 11 months of life born naturally who did not receive antibiotics,Sample_Type_SD,1,feces/stool,false,false
,large lake biome,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,large lake biome envo 00000891,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,large mouth bass fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,large river biome,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,larvae in seawater tank,Environment_Medium_SD,1,seawater,false,false
,larval food of tetragonisca angustula,Isolation_Source_SD,1,food/food product,false,false
,laryngeal swab,Sample_Type_SD,1,oral/oropharyngeal swab,false,false
,lateral root primordium,Isolation_Site_SD,1,plant root/rhizosphere,false,false
,layer meat,Isolation_Source_SD,1,meat product,false,false
,laying hen faeces,Sample_Type_SD,1,feces/stool,false,false
,laying hens environment boot swab,Sample_Type_SD,1,environmental swab,false,false
,laying hens feces,Sample_Type_SD,1,feces/stool,false,false
,leachate,Environment_Medium_SD,1,leachate,false,false
,leachate envo 00002141,Environment_Medium_SD,1,leachate,false,false
,leaf,Isolation_Site_SD,1,leaf tissue,false,false
,leaf lettuce,Isolation_Source_SD,1,plant/produce food product,false,false
,leaf litter metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,leaf metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,leaf midribs,Isolation_Site_SD,1,leaf tissue,false,false
,leaf shoot,Isolation_Site_SD,1,leaf tissue,false,false
,leaf stalk,Isolation_Site_SD,1,leaf tissue,false,false
,leaf surface phyllosphere,Isolation_Site_SD,1,leaf tissue,false,false
,leaf tissue,Sample_Type_SD,1,leaf tissue,false,false
,leaf tissue from coltsfoot growing on soil with high hg contamination on the site of an industrial plant,Environment_Medium_SD,1,soil,false,false
,leafy wood soil envo 00005783,Environment_Medium_SD,1,soil,false,false
,leakage water,Environment_Medium_SD,1,environmental water,false,false
,leaves,Isolation_Site_SD,1,leaf tissue,false,false
,leaves from fresh vegetable,Isolation_Source_SD,1,plant/produce food product,false,false
,leftover food,Isolation_Source_SD,1,food/food product,false,false
,leg swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,leg swab left,Sample_Type_SD,1,skin/body-surface swab,false,false
,leg wound swab,Sample_Type_SD,1,wound/skin/pus swab,false,false
,legionellosis,Host_Disease_SD,1,legionellosis,false,false
,legionnaires disease,Host_Disease_SD,1,legionellosis,false,false
,legume rhizosphere,Isolation_Site_SD,1,plant root/rhizosphere,false,false
,legume root nodule,Isolation_Site_SD,1,plant root/rhizosphere,false,false
,lentil vegetable seasoning curry,Isolation_Source_SD,1,plant/produce food product,false,false
,lentil vegetable seasoning curry powder,Isolation_Source_SD,1,plant/produce food product,false,false
,leptospirosis,Host_Disease_SD,1,leptospirosis,false,false
,lesion swab,Sample_Type_SD,1,wound/lesion/abscess swab,false,false
,lesioned lung of an infected beef cattle yingcheng city in hubei province china in vitro subculture,Isolation_Source_SD,1,beef/meat product,false,false
,lettuce,Isolation_Source_SD,1,plant/produce food product,false,false
,lettuce field,Isolation_Source_SD,1,plant/produce food product,false,false
,lettuce from pintag market,Isolation_Source_SD,1,plant/produce food product,false,false
,lettuce from ready salad pack,Isolation_Source_SD,1,plant/produce food product,false,false
,lettuce leaf,Isolation_Source_SD,1,plant/produce food product,false,false
,lettuce plant,Isolation_Source_SD,1,plant/produce food product,false,false
,lettuce romain,Isolation_Source_SD,1,plant/produce food product,false,false
,lettuce romaine,Isolation_Source_SD,1,plant/produce food product,false,false
,level 1 land animal level 2 dairy level 3 fluid milk level 5 unpasteurizer,Isolation_Source_SD,1,milk,false,false
,level 1 land animal level 2 dairy level 3 solid level 5 unpasteurizer,Isolation_Source_SD,1,dairy food,false,false
,level 1 plants level 2 produce level 3 vegetables level 4 seeded vegetables level 5 fresh,Isolation_Source_SD,1,plant/produce food product,false,false
,lichen and soil coexist environment,Environment_Medium_SD,1,soil,false,false
,lichen and soil coexisting environment,Environment_Medium_SD,1,soil,false,false
,lichen metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,lichi orchard soil,Environment_Medium_SD,1,soil,false,false
,life wastewater,Environment_Medium_SD,1,wastewater,false,false
,lip swab,Sample_Type_SD,1,oral/oropharyngeal swab,false,false
,liquid culture from isolate,Sample_Type_SD,1,microbial culture,false,false
,liquid milk,Isolation_Source_SD,1,milk,false,false
,liquid water envo 00002006,Environment_Medium_SD,1,built-environment water,false,false
,little river water,Environment_Medium_SD,1,river water,false,false
,live pig swab,Sample_Type_SD,1,food/animal-production swab,false,false
,liver,Isolation_Site_SD,1,liver,false,false
,liver abcess,Isolation_Site_SD,1,liver,false,false
,liver swab,Sample_Type_SD,1,internal-site swab,false,false
,livestock feces,Sample_Type_SD,1,feces/stool,false,false
,livestock feces cattle,Sample_Type_SD,1,feces/stool,false,false
,livestock manure compost,Sample_Type_SD,1,manure compost,false,false
,livestock wastewater,Environment_Medium_SD,1,wastewater,false,false
,loam soil,Environment_Medium_SD,1,soil,false,false
,lobster meat,Isolation_Source_SD,1,meat product,false,false
,local farm,Environment_Local_Scale_SD,1,farm,false,false
,local food from retail market,Isolation_Source_SD,1,food/food product,false,false
,local raw beef,Isolation_Source_SD,1,beef/meat product,false,false
,local raw pork,Isolation_Source_SD,1,pork/meat product,false,false
,localized juvenile periodontitis,Host_Disease_SD,1,periodontal disease,false,false
,located in the chishui river basin of guizhou china,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,logan river metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,loki non amplified sample from loki s castle hydrothermal vent sediment,Environment_Medium_SD,1,sediment,false,false
,lokiamp mda amplified sample from loki s castle hydrothermal vent sediment,Environment_Medium_SD,1,sediment,false,false
,lomas bayas desert soil below boulder,Environment_Medium_SD,1,soil,false,false
,lomas bayas desert soil beside boulder,Environment_Medium_SD,1,soil,false,false
,lonar lake,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,long term care facility,Isolation_Source_SD,1,healthcare facility,false,false
,long time ripened cheddar cheese,Isolation_Source_SD,1,dairy food,false,false
,lost city biofilm,Environment_Medium_SD,1,biofilm,false,false
,lotus pond hot spring water,Environment_Medium_SD,1,hot spring water,false,false
,low severity burned soil,Environment_Medium_SD,1,soil,false,false
,lower gastrointestinal tract,Isolation_Site_SD,1,gut content,false,false
,lower leg swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,lunch meat,Isolation_Source_SD,1,meat product,false,false
,lung,Isolation_Site_SD,1,lung,false,false
,lung swab,Sample_Type_SD,1,respiratory swab,false,false
,lupin and tomato soup cevichocho,Isolation_Source_SD,1,plant/produce food product,false,false
,lyme disease,Host_Disease_SD,1,Lyme disease,false,false
,lymph node,Isolation_Site_SD,1,lymph node,false,false
,lymph node abscess,Isolation_Site_SD,1,abscess,false,false
,lymphoma non hodgkin,Host_Disease_SD,1,lymphoma,false,false
,m abscessus lung disease,Host_Disease_SD,1,respiratory disease,false,false
,macerated stomach and hepatopancreas samples from shrimp samples were grown in tcbs and colonies purified on tsa plates according to morphology isolate was cultured in tcbs,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,machair soil,Environment_Medium_SD,1,soil,false,false
,mackerel fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,macroalgae biofilm,Environment_Medium_SD,1,biofilm,false,false
,macroalgal ambient seawater,Environment_Medium_SD,1,seawater,false,false
,macroalgal ambient sediment,Environment_Medium_SD,1,sediment,false,false
,macrognathotermes sunteri termitarium soil,Environment_Medium_SD,1,soil,false,false
,mahi mahi fish,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,maize rhizosphere soil,Environment_Medium_SD,1,soil,false,false
,male child feces,Sample_Type_SD,1,feces/stool,false,false
,mammalian cells,Sample_Type_SD,1,cell culture,false,false
,mammary gland,Isolation_Site_SD,1,mammary gland,false,false
,mammary gland swab,Sample_Type_SD,1,skin/body-surface swab,false,false
,man made lake,Environment_Broad_Scale_SD,1,freshwater environment,false,false
,mango whole or parts foodon 03000217 ready to eat rte foodon 03316636 food sliced foodon 00002455 food frozen foodon 03302148,Isolation_Source_SD,1,food/food product,false,false
,mango whole or parts foodon 03000217 ready to eat rte foodon 03316636 food sliced foodon 00002455 food frozen foodon 03302148 retail environment envo 01001448,Isolation_Source_SD,1,food/food product,false,false
,mangrove metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,mangrove rhizosphere sediment,Environment_Medium_SD,1,sediment,false,false
,mangrove sediment,Environment_Medium_SD,1,sediment,false,false
,mangrove soil,Environment_Medium_SD,1,soil,false,false
,mangrove wetland sediment,Environment_Medium_SD,1,sediment,false,false
,mangroves non axenic culture containing coleofasciculus chthonoplastes dsm 104236,Sample_Type_SD,1,pure/single culture,false,false
,manila ropes placed above water tanks and feed bunks used as sampling devices,Environment_Medium_SD,1,agricultural/food-production water,false,false
,mantis shrimp,Isolation_Source_SD,1,seafood/aquatic food product,false,false
,manure,Environment_Medium_SD,1,manure,false,false
,manure,Sample_Type_SD,1,manure,false,false
,manure bird scat,Environment_Medium_SD,1,manure,false,false
,manure cattle,Environment_Medium_SD,1,manure,false,false
,manure collector,Environment_Medium_SD,1,manure,false,false
,manure digester,Environment_Medium_SD,1,manure,false,false
,manure flush slurry,Environment_Medium_SD,1,manure,false,false
,manure from farm,Environment_Medium_SD,1,manure,false,false
,manure from research farm,Environment_Medium_SD,1,manure,false,false
,manure heap,Environment_Medium_SD,1,manure,false,false
,manure metagenome,Sample_Type_SD,1,metagenomic assembly,false,false
,manure nfgnb,Environment_Medium_SD,1,manure,false,false
,manure pit,Environment_Medium_SD,1,manure,false,false
,manure scraper,Environment_Medium_SD,1,manure,false,false
,manure treated soil from research farm,Environment_Medium_SD,1,soil,false,false
,manure wastewater,Environment_Medium_SD,1,wastewater,false,false
,manured pond water,Environment_Medium_SD,1,pond water,false,false
,map beef steaks,Isolation_Source_SD,1,beef/meat product,false,false
,map meat,Isolation_Source_SD,1,meat product,false,false
,map minced beef,Isolation_Source_SD,1,beef/meat product,false,false
,map minced beef,Sample_Type_SD,1,beef,false,false
,map pork,Isolation_Source_SD,1,pork/meat product,false,false
,maradol papaya,Isolation_Source_SD,1,plant/produce food product,false,false
,marginal sea biome,Environment_Broad_Scale_SD,1,marine environment,false,false
,mariana trench sediment,Environment_Medium_SD,1,sediment,false,false
,mariana trench surficial sediment,Environment_Medium_SD,1,sediment,false,false
,mariculture biome,Environment_Local_Scale_SD,1,mariculture biome,false,false
,marinated minced beef meatballs,Isolation_Source_SD,1,beef/meat product,false,false
,marinated minced beef meatballs,Sample_Type_SD,1,beef,false,false
,marine,Environment_Broad_Scale_SD,1,marine environment,false,false
,marine,Environment_Medium_SD,1,marine,false,false
,marine and tropical biomes,Environment_Broad_Scale_SD,1,marine environment,false,false
,marine aquaculture,Environment_Broad_Scale_SD,1,marine environment,false,false
,marine aquatic,Environment_Broad_Scale_SD,1,marine environment,false,false
,marine archipelago,Environment_Broad_Scale_SD,1,marine environment,false,false
,marine bathyal zone biome envo 01000026,Environment_Broad_Scale_SD,1,marine environment,false,false
,marine benthic biome,Environment_Broad_Scale_SD,1,marine environment,false,false
,marine benthic biome envo 01000024,Environment_Broad_Scale_SD,1,marine environment,false,false
,marine benthic envo 01000024,Environment_Broad_Scale_SD,1,marine environment,false,false
,marine biofilm,Environment_Medium_SD,1,biofilm,false,false
,marine biofilm enrichment culture containing acetic acid as the sole carbon source,Sample_Type_SD,1,enrichment culture,false,false
,marine biofilm enrichment culture containing acrylic acid as the sole carbon source,Sample_Type_SD,1,enrichment culture,false,false
,marine biofilm enrichment culture containing d alanine as the sole carbon source,Sample_Type_SD,1,enrichment culture,false,false
,marine biofilm enrichment culture containing d arabinose as the sole carbon source,Sample_Type_SD,1,enrichment culture,false,false
,marine biofilm enrichment culture containing d arabitol as the sole carbon source,Sample_Type_SD,1,enrichment culture,false,false
,marine biofilm enrichment culture containing d asparagine as the sole carbon source,Sample_Type_SD,1,enrichment culture,false,false
,marine biofilm enrichment culture containing d fructose as the sole carbon source,Sample_Type_SD,1,enrichment culture,false,false
,marine biofilm enrichment culture containing d fucose as the sole carbon source,Sample_Type_SD,1,enrichment culture,false,false
