assembly_accession	biosample	organism	decision	reason	Host	Host_Original	Host_SD	Host_TaxID	Host_Context_SD	Sampling_Context_SD	Host_Colonization_Status_SD	Host_Vital_Status_SD	Sample_Material_SD	Isolation_Source_SD	Sample_Type_SD	Environment_Medium_SD	Environment_Local_Scale_SD	Environment_Broad_Scale_SD	raw_context
GCA_026122365.1	SAMN31663779	Cutibacterium acnes P07A	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									humeral membrane from a patient with failed shoulder athroplasty | humeral membrane from a patient with failed shoulder athroplasty
GCA_028534905.1	SAMEA7997447	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_028536255.1	SAMEA7997355	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_028536845.1	SAMEA7997307	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_028537795.1	SAMEA7997260	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_046572365.1	SAMN46052341	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the adult patient | Whole organism | from gastric biopsy sample of the adult patient | Whole organism
GCA_046572965.1	SAMN46052265	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the adult patient | Whole organism | from gastric biopsy sample of the adult patient | Whole organism
GCA_000234255.3	SAMN02952923	Escherichia coli O91:H21 str. B2F1	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									patient with hemolytic uremic syndrome (HUS)
GCA_000781575.1	SAMN02801874	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood from patient with bacteremia
GCA_003836085.1	SAMN07424100	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									cystic fibrosis patient
GCA_003863815.1	SAMN10484669	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									cystic fibrosis patient
GCA_013039745.1	SAMN07682595	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | Patient Blood
GCA_021695135.1	SAMN14523568	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_021695455.1	SAMN14523586	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_021696115.1	SAMN14523447	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_021697575.1	SAMN14523602	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_021704395.1	SAMN14523495	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_023722305.1	SAMN26029126	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool				feces/stool | feces/stool | fecal sample from STEC-infected patient
GCA_023722765.1	SAMN26029083	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool				feces/stool | feces/stool | fecal sample from STEC-infected patient
GCA_023723315.1	SAMN26029054	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool				feces/stool | feces/stool | fecal sample from STEC-infected patient
GCA_023724225.1	SAMN26029021	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool				feces/stool | feces/stool | fecal sample from STEC-infected patient
GCA_023904955.1	SAMN11339297	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023907905.1	SAMN11339147	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023908245.1	SAMN11339130	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023908965.1	SAMN11339094	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023909025.1	SAMN11339090	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023913125.1	SAMN11338907	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_027539285.1	SAMN06640113	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | patients
GCA_027539425.1	SAMN06640134	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | patients
GCA_027539525.1	SAMN06640140	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | patients
GCA_027540115.1	SAMN06640160	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | patients
GCA_027543545.1	SAMN06640042	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | patients
GCA_028538055.1	SAMEA7997249	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_031462735.1	SAMN37270500	Staphylococcus argenteus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | patient blood culture samples
GCA_033090675.1	SAMN11339353	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_033091135.1	SAMN11339329	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_034893645.1	SAMN14440532	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034893745.1	SAMN14440536	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034894685.1	SAMN14440348	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034895785.1	SAMN14440364	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034897665.1	SAMN14440230	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034899305.1	SAMN14440597	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034891445.1	SAMN14440439	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_046570685.1	SAMN46052212	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the adult patient | Whole organism | from gastric biopsy sample of the adult patient | Whole organism
GCA_053715595.1	SAMN52754815	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					microbial isolate				microbial isolate | culture/isolate | isolate from patient sample
GCA_053723115.1	SAMN52754832	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					microbial isolate				microbial isolate | culture/isolate | isolate from patient sample
GCA_053725835.1	SAMN52754805	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					microbial isolate				microbial isolate | culture/isolate | isolate from patient sample
GCA_000296155.1	SAMN02471797	Mycobacterium tuberculosis NA-A0009	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			sputum		sputum				sputum | clinical/host-associated material | sputum from a patient infected with tuberculosis | sputum from a patient infected with tuberculosis
GCA_002025875.1	SAMN05788128	Clostridium baratii	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | stool from botulism patient | stool from botulism patient
GCA_001571745.1	SAMN04449842	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	biopsy		gut/fecal local context		biopsy | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | gut/fecal local context | gastrointestinal tract | Ulcerative colitis patient gut tissue biopsy
GCA_002886585.1	SAMN08199266	Mycobacterium tuberculosis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									Human patient | Human patient
GCA_003838525.1	SAMN07424015	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			bronchoalveolar lavage fluid	clinical fluid/material	bronchoalveolar lavage fluid				bronchoalveolar lavage fluid | respiratory sample | clinical fluid/material | clinical fluid/material | lower respiratory tract/bronch/pleural cavity | bronchoalveolar lavage of cystic fibrosis patient
GCA_003345685.1	SAMN07311089	Klebsiella pneumoniae	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | hospital, patient
GCA_015273385.1	SAMN15665296	Staphylococcus epidermidis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | skin/body surface | skin swab1574 from squamous cell carcinomas patient MST020
GCA_022518325.1	SAMN25989416	Escherichia coli	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_023840325.1	SAMN26764575	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_023840945.1	SAMN26764543	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_025447415.1	SAMN30962608	Mycobacterium tuberculosis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			sputum	clinical/host-associated material	sputum				sputum | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Sputum of tuberculosis patient | Sputum | Sputum of tuberculosis patient | Sputum
GCA_030846375.1	SAMN36965139	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical isolate from a patient with pneumonia
GCA_028537335.1	SAMEA7997289	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_040796945.1	SAMN42394828	Klebsiella pneumoniae	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood from critically ill patient
GCA_032322375.1	SAMN33372418	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient in hospital
GCA_053479275.1	SAMN51290911	Corynebacterium tuberculostearicum	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | wound | surgical site | surgical site
GCA_047970385.1	SAMN39862156	Escherichia coli	keep	patient-context audit	absent	Patient feces collected by the Laboratory Department of Children's Hospital of Jinan City, Shandong Province	Homo sapiens	9606	human-associated	clinical subject				environmental material	laboratory	laboratory	laboratory	laboratory environment	laboratory | laboratory environment | environmental material | environmental material | laboratory | laboratory | laboratory environment | Patient feces collected by the Laboratory Department of Children's Hospital of Jinan City, Shandong Province
GCA_021034745.1	SAMEA8581413	Enterobacter hormaechei	keep	patient-context audit	absent	PBMCs_CLL patient_day 280 of ibrutinib treatment_CLL cells	Homo sapiens	9606	human-associated	clinical subject									PBMCs_CLL patient_day 280 of ibrutinib treatment_CLL cells | PBMCs_CLL patient_day 280 of ibrutinib treatment_CLL cells
GCA_022533405.1	SAMN25989944	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_034892945.1	SAMN14440527	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034893605.1	SAMN14440731	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034895085.1	SAMN14440737	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034903745.1	SAMN14437142	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034905705.1	SAMN14437091	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034906205.1	SAMN14437112	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034910785.1	SAMN14436459	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034913065.1	SAMN14436948	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_056485585.1	SAMN50024711	Pseudomonas aeruginosa	clear	patient-context audit	unknown	Patient Toilet Sink	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	sink		sink	built environment	sink | built environment | clinical/host-associated material | clinical/host-associated material | sink | built environment | Patient Toilet Sink
GCA_022524755.1	SAMN25989355	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_028652415.1	SAMN32608808	Streptococcus pneumoniae	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | nasal cavity/sinus/upper respiratory tract | nasal swabs from HIV infected patient
GCA_030290375.1	SAMN32360839	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					oral/oropharyngeal swab				oral/oropharyngeal swab | swab | nasal cavity/sinus/upper respiratory tract | Patient Sinus Swab
GCA_056135745.1	SAMN50895236	Elizabethkingia anophelis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient's specimen (Sputum) from ward of Maharaj Nakorn Chiang Mai Hospital, Thailand | Patient's specimen (Sputum) from ward of Maharaj Nakorn Chiang Mai Hospital, Thailand
GCA_056135445.1	SAMN50893215	Elizabethkingia anophelis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient's specimen (Sputum) from ward of Maharaj Nakorn Chiang Mai Hospital, Thailand | Patient's specimen (Sputum) from ward of Maharaj Nakorn Chiang Mai Hospital, Thailand
GCA_001595575.1	SAMN04327442	Vibrio parahaemolyticus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical sample from patient with gastroenteritis
GCA_009362935.1	SAMN12784813	Limosilactobacillus vaginalis	keep	patient-context audit	absent	vaginal swab from patient with trichomoniasis	Homo sapiens	9606	human-associated	clinical subject					vaginal swab				vaginal swab | swab | vaginal swab from patient with trichomoniasis | Whole organism | vaginal swab from patient with trichomoniasis | Whole organism
GCA_034906145.1	SAMN14437109	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034910925.1	SAMN14436890	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034912725.1	SAMN14436555	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034913105.1	SAMN14436954	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034916145.1	SAMN14437264	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034918285.1	SAMN14437295	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034918665.1	SAMN14437316	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034920285.1	SAMN14437153	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_014235305.1	SAMN15689522	Pseudomonas aeruginosa	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | hospital patient
GCA_018985735.1	SAMN19653822	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | hospital patient
GCA_018986035.1	SAMN19653807	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | hospital patient
GCA_020419605.1	SAMN21855355	Burkholderia cenocepacia	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			sputum	clinical/host-associated material	sputum				sputum | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | sputum | Sputum | sputum | Sputum
GCA_034900425.1	SAMN14440619	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034900625.1	SAMN14440233	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034900835.1	SAMN14440638	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
