assembly_accession	biosample	organism	decision	reason	Host	Host_Original	Host_SD	Host_TaxID	Host_Context_SD	Sampling_Context_SD	Host_Colonization_Status_SD	Host_Vital_Status_SD	Sample_Material_SD	Isolation_Source_SD	Sample_Type_SD	Environment_Medium_SD	Environment_Local_Scale_SD	Environment_Broad_Scale_SD	raw_context
GCA_001608685.1	SAMN04422051	Vibrio parahaemolyticus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical sample from patient with gastroenteritis
GCA_001608855.1	SAMN04422063	Vibrio parahaemolyticus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical sample from patient with gastroenteritis
GCA_001609105.1	SAMN04441017	Vibrio parahaemolyticus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical sample from patient with gastroenteritis
GCA_032302435.1	SAMEA112957164	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									skin/body surface | Index patient
GCA_034907325.1	SAMN14437247	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034907825.1	SAMN14436808	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034910365.1	SAMN14436457	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034910665.1	SAMN14436876	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034911305.1	SAMN14436905	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034913625.1	SAMN14436574	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034914445.1	SAMN14436755	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034917685.1	SAMN14437010	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034918365.1	SAMN14437299	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034902665.1	SAMN14437062	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034904305.1	SAMN14436793	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034904745.1	SAMN14436729	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_000259025.1	SAMN02471032	Pseudomonas aeruginosa PADK2_CF510	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									a cystic fibrosis patient
GCA_000685135.1	SAMN02688504	Staphylococcus epidermidis	keep	patient-context audit	absent	endotracheal tube biofilm of a mechanically ventilated patient	Homo sapiens	9606	human-associated	clinical subject						biofilm			biofilm | endotracheal tube biofilm of a mechanically ventilated patient
GCA_000784385.1	SAMN03196741	Staphylococcus aureus subsp. aureus MRSA_PR1	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood from patient
GCA_003836255.1	SAMN07424098	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									cystic fibrosis patient
GCA_003861575.1	SAMN10241263	Klebsiella pneumoniae	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									patient fluids
GCA_027534705.1	SAMN06640026	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | patients
GCA_978432025.1	SAMEA118437129	Enterococcus faecium	keep	patient-context audit	absent	Patient with decompensated cirrhosis at Hannover Medical School	Homo sapiens	9606	human-associated	clinical subject									Patient with decompensated cirrhosis at Hannover Medical School
GCA_000248475.2	SAMN02435806	Staphylococcus aureus subsp. aureus CIG1057	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood sample from patient with bacteremia
GCA_000255955.1	SAMN02604318	Helicobacter pylori ELS37	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									male cancer patient | male cancer patient
GCA_014235285.1	SAMN15689521	Pseudomonas aeruginosa	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | hospital patient
GCA_017291725.1	SAMN18087506	Klebsiella pneumoniae	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			sputum		sputum				sputum | clinical/host-associated material | Sputum from patient from comprehensive intensive care
GCA_021095345.1	SAMEA8581364	Enterobacter hormaechei	keep	patient-context audit	absent	PBMCs_CLL patient_day 3 of ibrutinib treatment_CD4 cells	Homo sapiens	9606	human-associated	clinical subject									PBMCs_CLL patient_day 3 of ibrutinib treatment_CD4 cells | PBMCs_CLL patient_day 3 of ibrutinib treatment_CD4 cells
GCA_022518725.1	SAMN25989040	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_022535075.1	SAMN25990045	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_021095195.1	SAMEA8581376	Enterobacter hormaechei	keep	patient-context audit	absent	PBMCs_CLL patient after 120 days of ibrutinib treatment	Homo sapiens	9606	human-associated	clinical subject									PBMCs_CLL patient after 120 days of ibrutinib treatment | PBMCs_CLL patient after 120 days of ibrutinib treatment
GCA_023840245.1	SAMN26764578	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_023840445.1	SAMN26764568	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_023841265.1	SAMN26764526	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_023841605.1	SAMN26764512	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_023842935.1	SAMN26764443	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_023843375.1	SAMN26764421	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_023843815.1	SAMN26764397	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_023843935.1	SAMN26764391	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_023844275.1	SAMN26764372	Salmonella enterica	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool		gut/fecal local context	host-associated gut/oral/fecal environment	feces/stool | feces/stool | gut/fecal local context | host-associated gut/oral/fecal environment | feces from patient with diarrhea
GCA_022519305.1	SAMN25989519	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_022528245.1	SAMN25989726	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_023218995.1	SAMN26664683	Citrobacter koseri	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					microbial isolate				microbial isolate | culture/isolate | blood from male fever patient 2 | Bacterial genome framework | blood from male fever patient 2 | Bacterial genome framework
GCA_025193225.1	SAMN15461199	Elizabethkingia anophelis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | Clinical isolate from patient | Clinical isolate | Clinical isolate from patient | Clinical isolate
GCA_028536525.1	SAMEA7997330	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_034909605.1	SAMN14436471	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034912225.1	SAMN14436929	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_000781695.1	SAMN02801868	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood from patient with bacteremia
GCA_003833745.1	SAMN07424216	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									cystic fibrosis patient
GCA_003835155.1	SAMN07424138	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									cystic fibrosis patient
GCA_003835825.1	SAMN07424121	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									cystic fibrosis patient
GCA_003841125.1	SAMN07423903	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									Child cystic fibrosis patient
GCA_009770655.1	SAMN13441399	Enterococcus faecium	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									patient sample
GCA_013038545.1	SAMN07682653	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | Patient Blood
GCA_021696815.1	SAMN14523355	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_021697935.1	SAMN14523612	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_021699175.1	SAMN14523629	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_021705215.1	SAMN14523508	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									tracheal aspirates from patient ventilator
GCA_022272775.1	SAMN03074836	Klebsiella aerogenes	keep	patient-context audit	absent	de-identified patient sample	Homo sapiens	9606	human-associated	clinical subject									de-identified patient sample
GCA_023197235.1	SAMN26026471	Staphylococcus aureus	clear	patient-context audit	absent	patient environment	Homo sapiens	9606	human-associated	clinical subject						healthcare facility	healthcare facility surface		healthcare facility | healthcare facility surface | patient environment
GCA_023348045.1	SAMN27294957	Salmonella enterica subsp. enterica serovar Enteritidis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									Patient: associated with 2001 almond outbreak
GCA_023720555.1	SAMN26028955	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			feces/stool		feces/stool				feces/stool | feces/stool | fecal sample from STEC-infected patient
GCA_023905165.1	SAMN11339286	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023905205.1	SAMN11339283	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023905785.1	SAMN11339254	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023906985.1	SAMN11339191	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023910935.1	SAMN11339015	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_023912735.1	SAMN11338926	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_026730615.1	SAMN14112709	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									Patient-AC fossae
GCA_026732795.1	SAMN14112777	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									Patient-hands
GCA_027540485.1	SAMN06640194	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | patients
GCA_027544305.1	SAMN06640196	Staphylococcus aureus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | patients
GCA_033091255.1	SAMN11339324	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									pulmonary sample from from cystic fibrosis patient
GCA_034651835.1	SAMN37746768	Klebsiella pneumoniae	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject									Patient sample
GCA_034897245.1	SAMN14440579	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034899385.1	SAMN14440266	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_052371375.1	SAMN50736699	Acinetobacter baumannii	keep	patient-context audit	absent	High-touch surfaces - Patient area A03	Homo sapiens	9606	human-associated	clinical subject									High-touch surfaces - Patient area A03
GCA_053724855.1	SAMN52754785	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					microbial isolate				microbial isolate | culture/isolate | isolate from patient sample
GCA_053725075.1	SAMN52754867	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					microbial isolate				microbial isolate | culture/isolate | isolate from patient sample
GCA_053725575.1	SAMN52754973	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					microbial isolate				microbial isolate | culture/isolate | isolate from patient sample
GCA_053725915.1	SAMN52754813	Escherichia coli	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject					microbial isolate				microbial isolate | culture/isolate | isolate from patient sample
GCA_046573825.1	SAMN46052165	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the adult patient | Whole organism | from gastric biopsy sample of the adult patient | Whole organism
GCA_046573965.1	SAMN46052161	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the adult patient | Whole organism | from gastric biopsy sample of the adult patient | Whole organism
GCA_056485445.1	SAMN50024721	Enterobacter roggenkampii	clear	patient-context audit	absent	Patient Toilet Sink	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	sink		sink	built environment	sink | built environment | clinical/host-associated material | clinical/host-associated material | sink | built environment | Patient Toilet Sink | Patient Toilet Sink
GCA_015273855.1	SAMN15665272	Staphylococcus epidermidis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | skin/body surface | skin swab1483 from squamous cell carcinomas patient MST013
GCA_015274095.1	SAMN15665261	Staphylococcus capitis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | skin/body surface | skin swab1472 from squamous cell carcinomas patient MST012
GCA_015274235.1	SAMN15665253	Staphylococcus epidermidis	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | skin/body surface | skin swab1442 from squamous cell carcinomas patient MST008
GCA_015274365.1	SAMN15665246	Staphylococcus haemolyticus	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material					clinical/host-associated material | clinical/host-associated material | skin/body surface | skin swab1389 from squamous cell carcinomas patient MST003
GCA_020421375.1	SAMN21855322	Burkholderia multivorans	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			sputum	clinical/host-associated material	sputum				sputum | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | sputum | Sputum | sputum | Sputum
GCA_022533205.1	SAMN25989295	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
GCA_028535415.1	SAMEA7997411	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient visiting Queen Elizabeth Central Hospital, Blantyre
GCA_032322335.1	SAMN33372415	Staphylococcus aureus	clear	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				healthcare facility			healthcare facility	healthcare-associated environment	healthcare facility | healthcare-associated environment | healthcare facility | healthcare-associated environment | Patient in hospital
GCA_034892485.1	SAMN14440506	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034919465.1	SAMN14437289	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034920385.1	SAMN14437157	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_034920485.1	SAMN14437162	Streptococcus pyogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	clinical sample			clinical/host-associated material	clinical sample | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | clinical/host-associated material | patient clinical specimen
GCA_046570355.1	SAMN46052298	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the child patient | Whole organism | from gastric biopsy sample of the child patient | Whole organism
GCA_046570665.1	SAMN46052220	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the adult patient | Whole organism | from gastric biopsy sample of the adult patient | Whole organism
GCA_046571165.1	SAMN46052249	Helicobacter pylori	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	gastric biopsy				gastric biopsy | gut content | clinical/host-associated material | clinical/host-associated material | from gastric biopsy sample of the adult patient | Whole organism | from gastric biopsy sample of the adult patient | Whole organism
GCA_000808135.1	SAMN03154130	Listeria monocytogenes	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject			blood		blood				blood | clinical/host-associated material | blood from 86 year old patient
GCA_003833455.1	SAMN07424244	Pseudomonas aeruginosa	keep	patient-context audit	Homo sapiens	Homo sapiens	Homo sapiens	9606	human-associated	clinical subject				clinical/host-associated material	nasopharynx/oropharynx				nasopharynx/oropharynx | upper respiratory tract | clinical/host-associated material | clinical/host-associated material | nasopharynx/oropharynx | cystic fibrosis patient throat
GCA_022536235.1	SAMN25988735	Klebsiella pneumoniae	clear	patient-context audit	patient	patient	Homo sapiens	9606	human-associated	clinical subject				healthcare-associated environment	hospital wastewater	hospital wastewater	healthcare facility	wastewater/sewage	hospital wastewater | wastewater/sewage | healthcare-associated environment | healthcare-associated environment | hospital wastewater | healthcare facility | wastewater/sewage | Patient or hospital wastewater site
